Date,Coinbase,Exmo,Binance
2017/6/22,2705.41,2724.7,
2017/6/21,2689.1,2745,
2017/6/20,2721.79,2719.81,
2017/6/19,2589.6,2609.99,
2017/6/18,2548.29,2571.01,
2017/6/17,2655.88,2664.01,
2017/6/16,2518.56,2557.43,
2017/6/15,2464.58,2525.98,
2017/6/14,2506.37,2648,
2017/6/13,2717.02,2736,
2017/6/12,2659.63,2613,
2017/6/11,2958.11,2885,
2017/6/10,2947.71,2805,
2017/6/9,2823.81,2727.89,
2017/6/8,2805.62,2688.31,
2017/6/7,2732.16,2686.79,
2017/6/6,2863.2,2739.98,
2017/6/5,2686.81,2589.37,
2017/6/4,2511.81,2445.24,
2017/6/3,2515.35,2478.35,
2017/6/2,2488.55,2386.02,
2017/6/1,2407.88,2296.99,
2017/5/31,2286.41,2164,
2017/5/30,2175.47,2110,
2017/5/29,2255.61,2165,
2017/5/28,2155.8,2135,
2017/5/27,2038.87,1993.57,
2017/5/26,2202.42,2245.98,
2017/5/25,2304.98,2307.99,
2017/5/24,2443.64,2448.1,
2017/5/23,2320.42,2264.4,
2017/5/22,2173.4,2131.43,
2017/5/21,2041.2,2027,
2017/5/20,2084.73,1986.7,
2017/5/19,1987.71,1929.9,
2017/5/18,1888.65,1840,
2017/5/17,1839.09,1751.83,
2017/5/16,1734.45,1702,
2017/5/15,1738.43,1693.2,
2017/5/14,1808.91,1744.87,
2017/5/13,1804.91,1751.2,
2017/5/12,1724.24,1701.2,
2017/5/11,1848.57,1777.22,
2017/5/10,1787.13,1715,
2017/5/9,1755.36,1647.5,
2017/5/8,1723.35,1625.4,
2017/5/7,1596.71,1509.6,
2017/5/6,1578.8,1505.82,
2017/5/5,1555.45,1487.5,
2017/5/4,1537.67,1452.81,
2017/5/3,1490.09,1427.6,
2017/5/2,1452.82,1408,
2017/5/1,1421.6,1371.3,
2017/4/30,1347.89,1301.82,
2017/4/29,1321.79,1298.82,
2017/4/28,1316.48,1292.96,
2017/4/27,1317.73,1298.03,
2017/4/26,1281.08,1277.95,
2017/4/25,1265.49,1261.42,
2017/4/24,1250.15,1238,
2017/4/23,1207.21,1240,
2017/4/22,1231.71,1233.65,
2017/4/21,1222.05,1238.55,
2017/4/20,1229.08,1218.2,
2017/4/19,1210.29,1209,
2017/4/18,1211.67,1209.03,
2017/4/17,1193.91,1191.8,
2017/4/16,1182.94,1175,
2017/4/15,1172.52,1174.56,
2017/4/14,1167.54,1183.57,
2017/4/13,1169.28,1185.8,
2017/4/12,1200.37,1203.57,
2017/4/11,1205.01,1216.5,
2017/4/10,1187.13,1192.9,
2017/4/9,1187.87,1195,
2017/4/8,1175.95,1169.9,
2017/4/7,1176.9,1190,
2017/4/6,1182.68,1188,
2017/4/5,1124.78,1124.55,
2017/4/4,1133.25,1125.3,
2017/4/3,1143.81,1128.9,
2017/4/2,1102.17,1089,
2017/4/1,1080.5,1085,
2017/3/31,1071.79,1086,
2017/3/30,1026.43,1036.15,
2017/3/29,1039.97,1037.15,
2017/3/28,1047.15,1041.88,
2017/3/27,1045.77,1043.79,
2017/3/26,966.72,978.97,
2017/3/25,972.78,982,
2017/3/24,937.52,951.2,
2017/3/23,1038.59,1045,
2017/3/22,1049.14,1041.95,
2017/3/21,1120.54,1118,
2017/3/20,1054.23,1044.3,
2017/3/19,1036.74,1032.8,
2017/3/18,973.82,980.92,
2017/3/17,1100.23,1075.3,
2017/3/16,1187.81,1180.63,
2017/3/15,1249.61,1245.02,
2017/3/14,1240,1232.8,
2017/3/13,1231.92,1223.26,
2017/3/12,1221.38,1223.2,
2017/3/11,1175.83,1169.16,
2017/3/10,1116.72,1118,
2017/3/9,1188.49,1190.83,
2017/3/8,1150,1141.12,
2017/3/7,1223.54,1235,
2017/3/6,1272.83,1257.58,
2017/3/5,1267.12,1259,
2017/3/4,1255.15,1250.22,
2017/3/3,1274.99,1256.06,
2017/3/2,1251.01,1243,
2017/3/1,1222.5,1201.91,
2017/2/28,1179.97,1184,
2017/2/27,1179.97,1189,
2017/2/26,1165.2,1151.89,
2017/2/25,1143.84,1144.96,
2017/2/24,1173.68,1169.77,
2017/2/23,1166.72,1157.3,
2017/2/22,1117.44,1095.39,
2017/2/21,1115.3,1090.89,
2017/2/20,1079.98,1070,
2017/2/19,1047.87,1044.44,
2017/2/18,1054.42,1040.5,
2017/2/17,1046.21,1045.27,
2017/2/16,1027.44,1021.8,
2017/2/15,1007.48,1000.09,
2017/2/14,1004.55,1004,
2017/2/13,990.64,989.02,
2017/2/12,999.18,1002.59,
2017/2/11,1004.45,1006.6,
2017/2/10,988.67,1001,
2017/2/9,994.38,978,
2017/2/8,1063.07,1043,
2017/2/7,1061.35,1036.89,
2017/2/6,1038.15,1009.43,
2017/2/5,1027.34,994.12,
2017/2/4,1042.9,1007.89,
2017/2/3,1029.91,996.25,
2017/2/2,1011.8,990.31,
2017/2/1,989.02,974.2,
2017/1/31,970.4,967,
2017/1/30,920.38,918.57,
2017/1/29,919.5,909.31,
2017/1/28,921.59,915.28,
2017/1/27,919.75,909.2,
2017/1/26,917.59,905.5,
2017/1/25,901.54,894.42,
2017/1/24,892.69,902.02,
2017/1/23,921.01,914.88,
2017/1/22,924.67,914.01,
2017/1/21,921.79,920.35,
2017/1/20,895.03,895.13,
2017/1/19,899.07,899.37,
2017/1/18,886.62,878.65,
2017/1/17,907.94,897.98,
2017/1/16,831.53,833.01,
2017/1/15,821.8,817.5,
2017/1/14,818.41,814.9,
2017/1/13,823.98,815,
2017/1/12,804.83,810.08,
2017/1/11,777.76,789.46,
2017/1/10,907.68,894.99,
2017/1/9,902.83,905,
2017/1/8,911.2,903.76,
2017/1/7,908.59,882,
2017/1/6,902.2,945.1,
2017/1/5,1013.38,945.1,
2017/1/4,1154.73,1072.97,
2017/1/3,1043.84,1002.5,
2017/1/2,1021.75,1006,
2017/1/1,998.33,992.12,
2016/12/31,963.74,952.69,
2016/12/30,961.24,961.28,
2016/12/29,973.5,962.99,
2016/12/28,975.92,960.3,
2016/12/27,933.2,925.5,
2016/12/26,907.61,893.42,
2016/12/25,896.18,882.83,
2016/12/24,898.82,891.97,
2016/12/23,921.98,908.01,
2016/12/22,864.54,856,
2016/12/21,834.28,831.64,
2016/12/20,800.88,786,
2016/12/19,792.71,788,
2016/12/18,790.53,789.6,
2016/12/17,790.83,786.51,
2016/12/16,784.91,783.1,
2016/12/15,778.09,781.99,
2016/12/14,781.48,782.32,
2016/12/13,780.56,779.95,
2016/12/12,780.09,778.8,
2016/12/11,769.73,774.48,
2016/12/10,774.65,779.15,
2016/12/9,772.79,767.64,
2016/12/8,770.81,767,
2016/12/7,768.13,764.53,
2016/12/6,764.22,752.9,
2016/12/5,758.7,753.38,
2016/12/4,773.87,765.9,
2016/12/3,771.16,765.45,
2016/12/2,777.94,768,
2016/12/1,756.77,745.79,
2016/11/30,745.69,740.8,
2016/11/29,735.6,735.9,
2016/11/28,735.81,736.22,
2016/11/27,732.03,732.31,
2016/11/26,735.38,734.97,
2016/11/25,741.65,740.16,
2016/11/24,740.29,741.81,
2016/11/23,744.59,744.04,
2016/11/22,751.35,753.79,
2016/11/21,739.25,743.92,
2016/11/20,731.03,735.37,
2016/11/19,751.62,758.96,
2016/11/18,751.59,755.35,
2016/11/17,740.98,733.78,
2016/11/16,744.2,735.88,
2016/11/15,711.62,710.39,
2016/11/14,705.02,700,
2016/11/13,702.03,703,
2016/11/12,705.05,703,
2016/11/11,716.41,710.01,
2016/11/10,715.53,713.13,
2016/11/9,723.27,720.44,
2016/11/8,709.85,704.82,
2016/11/7,703.13,701.5,
2016/11/6,711.52,702.88,
2016/11/5,703.42,697.12,
2016/11/4,703.23,699.56,
2016/11/3,688.7,687.5,
2016/11/2,740.83,734.31,
2016/11/1,729.79,726.57,
2016/10/31,700.97,697.66,
2016/10/30,701.86,697.41,
2016/10/29,714.48,707.02,
2016/10/28,689.65,686.17,
2016/10/27,688.31,681,
2016/10/26,678.3,670.39,
2016/10/25,657.59,654.35,
2016/10/24,653.76,648.5,
2016/10/23,657.07,643.8,
2016/10/22,657.29,648.11,
2016/10/21,632.83,628.63,
2016/10/20,630.86,627.28,
2016/10/19,630.52,627.9,
2016/10/18,637.96,635.17,
2016/10/17,639.19,634.63,
2016/10/16,641.63,636.7,
2016/10/15,638.65,638.39,
2016/10/14,640.38,636.9,
2016/10/13,636.79,639.96,
2016/10/12,636.19,637.64,
2016/10/11,641.07,635.44,
2016/10/10,618.99,616.67,
2016/10/9,616.75,615.24,
2016/10/8,619.11,615.57,
2016/10/7,617.12,615.98,
2016/10/6,613.02,605.63,
2016/10/5,612.51,605.2,
2016/10/4,610.2,611.7,
2016/10/3,612.13,610,
2016/10/2,610.89,607.9,
2016/10/1,613.98,607.33,
2016/9/30,609.73,603,
2016/9/29,605.69,604.08,
2016/9/28,604.73,607.75,
2016/9/27,606.17,609.5,
2016/9/26,608.04,611,
2016/9/25,600.83,608.06,
2016/9/24,602.63,601.25,
2016/9/23,602.84,601.43,
2016/9/22,596.3,596.49,
2016/9/21,597.15,601.2,
2016/9/20,608.31,614.99,
2016/9/19,609.23,616.04,
2016/9/18,609.87,615.39,
2016/9/17,605.98,606.71,
2016/9/16,606.97,610,
2016/9/15,607.16,609.6,
2016/9/14,610.68,613.31,
2016/9/13,609.24,611.41,
2016/9/12,608.24,606.84,
2016/9/11,606.72,607.13,
2016/9/10,623.51,619.5,
2016/9/9,622.86,617.05,
2016/9/8,626.32,622.55,
2016/9/7,614.54,608.04,
2016/9/6,610.44,601.01,
2016/9/5,606.59,598.48,
2016/9/4,608.63,606,
2016/9/3,598.21,592.12,
2016/9/2,575.54,573.42,
2016/9/1,572.3,565.35,
2016/8/31,575.47,570.14,
2016/8/30,577.5,574.6,
2016/8/29,574.11,568.31,
2016/8/28,573.91,569.91,
2016/8/27,569.95,562.02,
2016/8/26,579.65,574.85,
2016/8/25,577.76,570.65,
2016/8/24,580.18,577.17,
2016/8/23,583.41,575.55,
2016/8/22,586.75,583.29,
2016/8/21,581.31,573.79,
2016/8/20,581.7,573.66,
2016/8/19,575.63,569,
2016/8/18,574.32,573.62,
2016/8/17,573.22,570,
2016/8/16,577.44,576.39,
2016/8/15,567.24,567.88,
2016/8/14,570.47,564,
2016/8/13,585.59,587.04,
2016/8/12,587.56,583.73,
2016/8/11,589.12,592.86,
2016/8/10,592.1,592.85,
2016/8/9,587.8,582.58,
2016/8/8,591.05,585.61,
2016/8/7,592.69,588.2,
2016/8/6,587.78,582.19,
2016/8/5,575.04,571.05,
2016/8/4,578.29,566.64,
2016/8/3,566.35,559.31,
2016/8/2,547.47,503.81,
2016/8/1,606.27,613.5,
2016/7/31,624.68,658.2,
2016/7/30,655.05,658.2,
2016/7/29,656.99,658.2,
2016/7/28,655.03,658.2,
2016/7/27,654.35,658.2,
2016/7/26,651.78,644.3,
2016/7/25,654.1,647.4,
2016/7/24,661.28,656.58,
2016/7/23,655.56,649.71,
2016/7/22,650.62,648,
2016/7/21,665.01,659.55,
2016/7/20,665.68,664.05,
2016/7/19,672.86,668.5,
2016/7/18,673.11,671.62,
2016/7/17,679.46,671.42,
2016/7/16,660.77,662.44,
2016/7/15,663.26,664.68,
2016/7/14,658.08,662.2,
2016/7/13,654.47,658.11,
2016/7/12,664.55,670,
2016/7/11,647.66,646.79,
2016/7/10,649.36,649.64,
2016/7/9,650.96,656.95,
2016/7/8,666.52,664.72,
2016/7/7,640.56,615.6,
2016/7/6,677.33,675,
2016/7/5,670.63,669.79,
2016/7/4,683.66,673.33,
2016/7/3,658.66,658,
2016/7/2,703.7,694.22,
2016/7/1,676.3,668.69,
2016/6/30,673.34,661.43,
2016/6/29,639.89,634.69,
2016/6/28,647,643.7,
2016/6/27,655.28,641.19,
2016/6/26,629.37,610.92,
2016/6/25,665.12,649,
2016/6/24,665.3,649.65,
2016/6/23,623.98,605.74,
2016/6/22,596.12,625.88,
2016/6/21,666.65,643,
2016/6/20,737.23,718.44,
2016/6/19,763.78,748.96,
2016/6/18,756.23,758,
2016/6/17,748.91,741.6,
2016/6/16,766.31,750.08,
2016/6/15,694.47,678.9,
2016/6/14,685.56,672.24,
2016/6/13,704.38,684.15,
2016/6/12,672.78,645.05,
2016/6/11,606.73,588.87,
2016/6/10,577.47,579.19,
2016/6/9,574.63,575.45,
2016/6/8,581.65,579.94,
2016/6/7,576.6,573.9,
2016/6/6,585.54,573.22,
2016/6/5,574.98,569.59,
2016/6/4,572.73,569,
2016/6/3,569.19,556.92,
2016/6/2,537.97,538,
2016/6/1,536.92,524.3,
2016/5/31,531.39,517,
2016/5/30,533.86,524.99,
2016/5/29,526.23,513.99,
2016/5/28,530.04,510.89,
2016/5/27,473.46,465.99,
2016/5/26,453.38,451.95,
2016/5/25,449.6,448,
2016/5/24,445.98,445.72,
2016/5/23,444.15,438.33,
2016/5/22,439.32,438.33,
2016/5/21,443.19,442,
2016/5/20,442.68,442.99,
2016/5/19,438.71,440,
2016/5/18,454.62,451.5,
2016/5/17,453.78,452.87,
2016/5/16,454.16,453.37,
2016/5/15,457.57,456.12,
2016/5/14,455.67,454.16,
2016/5/13,455.67,452.72,
2016/5/12,454.77,452.62,
2016/5/11,452.73,450,
2016/5/10,450.89,453.44,
2016/5/9,460.48,459.49,
2016/5/8,458.55,451.73,
2016/5/7,458.54,453.5,
2016/5/6,459.6,453.11,
2016/5/5,447.98,447,
2016/5/4,446.72,445.45,
2016/5/3,450.3,449.53,
2016/5/2,444.67,442.42,
2016/5/1,451.88,448.34,
2016/4/30,448.32,448.72,
2016/4/29,455.1,451.24,
2016/4/28,449.01,446.8,
2016/4/27,444.69,450.11,
2016/4/26,466.09,459.24,
2016/4/25,461.43,455.89,
2016/4/24,458.55,452,
2016/4/23,450.28,444.69,
2016/4/22,445.74,441.2,
2016/4/21,449.42,447.35,
2016/4/20,441.39,436.1,
2016/4/19,435.51,433.73,
2016/4/18,428.59,426.11,
2016/4/17,427.4,425.5,
2016/4/16,430.57,428.85,
2016/4/15,429.71,428.71,
2016/4/14,424.28,425.5,
2016/4/13,423.73,426.99,
2016/4/12,425.19,426.5,
2016/4/11,422.48,423,
2016/4/10,421.56,422.42,
2016/4/9,419.41,421.19,
2016/4/8,420.35,418.24,
2016/4/7,422.74,423,
2016/4/6,423.41,419,
2016/4/5,424.03,424.7,
2016/4/4,421.44,420,
2016/4/3,420.9,418.39,
2016/4/2,420.87,419.55,
2016/4/1,417.96,416,
2016/3/31,416.73,416.2,
2016/3/30,414.82,414.34,
2016/3/29,416.52,416,
2016/3/28,424.23,425.5,
2016/3/27,426.77,424.1,
2016/3/26,417.95,415.49,
2016/3/25,417.18,416.97,
2016/3/24,416.39,417.2,
2016/3/23,418.04,418.7,
2016/3/22,418.09,423,
2016/3/21,413.31,414.95,
2016/3/20,413.76,411.41,
2016/3/19,410.44,407,
2016/3/18,409.55,408.29,
2016/3/17,420.62,418.95,
2016/3/16,417.01,415.18,
2016/3/15,416.83,416.86,
2016/3/14,416.44,413.82,
2016/3/13,414.07,411.1,
2016/3/12,411.62,409.73,
2016/3/11,421.69,417.57,
2016/3/10,417.13,415.39,
2016/3/9,414.86,410.13,
2016/3/8,413.97,410.45,
2016/3/7,414.32,412.54,
2016/3/6,407.71,407.55,
2016/3/5,400.57,398.17,
2016/3/4,410.94,415,
2016/3/3,421.65,,
2016/3/2,423.99,,
2016/3/1,435.12,,
2016/2/29,437.7,,
2016/2/28,433.5,,
2016/2/27,432.52,,
2016/2/26,432.15,,
2016/2/25,424.54,,
2016/2/24,424.95,,
2016/2/23,420.74,,
2016/2/22,437.75,,
2016/2/21,438.8,,
2016/2/20,437.16,,
2016/2/19,420.79,,
2016/2/18,422.37,,
2016/2/17,416.32,,
2016/2/16,407.49,,
2016/2/15,400.18,,
2016/2/14,407.23,,
2016/2/13,391.86,,
2016/2/12,384.26,,
2016/2/11,379.65,,
2016/2/10,381.65,,
2016/2/9,376.03,,
2016/2/8,373.45,,
2016/2/7,376.62,,
2016/2/6,376.52,,
2016/2/5,386.55,,
2016/2/4,389.59,,
2016/2/3,369.95,,
2016/2/2,374.45,,
2016/2/1,373.06,,
2016/1/31,368.77,,
2016/1/30,378.26,,
2016/1/29,379.47,,
2016/1/28,380.29,,
2016/1/27,394.97,,
2016/1/26,392.15,,
2016/1/25,391.73,,
2016/1/24,402.97,,
2016/1/23,387.49,,
2016/1/22,382.49,,
2016/1/21,410.26,,
2016/1/20,420.23,,
2016/1/19,380.15,,
2016/1/18,387.17,,
2016/1/17,382.3,,
2016/1/16,387.54,,
2016/1/15,364.33,,
2016/1/14,430.31,,
2016/1/13,432.37,,
2016/1/12,435.69,,
2016/1/11,448.43,,
2016/1/10,447.99,,
2016/1/9,447.61,,
2016/1/8,453.23,,
2016/1/7,458.05,,
2016/1/6,429.11,,
2016/1/5,431.96,,
2016/1/4,433.09,,
2016/1/3,430.01,,
2016/1/2,433.44,,
2016/1/1,434.33,,
2015/12/31,430.57,,
2015/12/30,426.62,,
2015/12/29,432.98,,
2015/12/28,422.28,,
2015/12/27,422.82,,
2015/12/26,417.27,,
2015/12/25,455.65,,
2015/12/24,454.98,,
2015/12/23,442.4,,
2015/12/22,436.57,,
2015/12/21,438.64,,
2015/12/20,442.68,,
2015/12/19,462.32,,
2015/12/18,463.62,,
2015/12/17,456.08,,
2015/12/16,454.93,,
2015/12/15,465.32,,
2015/12/14,444.18,,
2015/12/13,433.76,,
2015/12/12,435,,
2015/12/11,451.94,,
2015/12/10,415.48,,
2015/12/9,417.56,,
2015/12/8,415.56,,
2015/12/7,395.54,,
2015/12/6,388.78,,
2015/12/5,388.95,,
2015/12/4,363.18,,
2015/12/3,361.05,,
2015/12/2,359.19,,
2015/12/1,362.49,,
2015/11/30,377.32,,
2015/11/29,371.29,,
2015/11/28,357.38,,
2015/11/27,358.04,,
2015/11/26,352.68,,
2015/11/25,328.21,,
2015/11/24,320.05,,
2015/11/23,323.05,,
2015/11/22,324.54,,
2015/11/21,326.93,,
2015/11/20,322.02,,
2015/11/19,326.15,,
2015/11/18,334.59,,
2015/11/17,335.09,,
2015/11/16,330.75,,
2015/11/15,320.17,,
2015/11/14,332.91,,
2015/11/13,336.75,,
2015/11/12,338.15,,
2015/11/11,311.08,,
2015/11/10,336.82,,
2015/11/9,380.26,,
2015/11/8,373.37,,
2015/11/7,386.48,,
2015/11/6,374.47,,
2015/11/5,386.35,,
2015/11/4,411.56,,
2015/11/3,403.42,,
2015/11/2,361.19,,
2015/11/1,325.43,,
2015/10/31,314.17,,
2015/10/30,328.02,,
2015/10/29,313.86,,
2015/10/28,304.62,,
2015/10/27,293.79,,
2015/10/26,285.3,,
2015/10/25,283.68,,
2015/10/24,281.65,,
2015/10/23,276.5,,
2015/10/22,274.02,,
2015/10/21,266.27,,
2015/10/20,269.46,,
2015/10/19,263.44,,
2015/10/18,261.64,,
2015/10/17,270.64,,
2015/10/16,262.87,,
2015/10/15,254.32,,
2015/10/14,251.99,,
2015/10/13,249.51,,
2015/10/12,245.31,,
2015/10/11,247.05,,
2015/10/10,244.94,,
2015/10/9,243.93,,
2015/10/8,242.3,,
2015/10/7,242.97,,
2015/10/6,246.06,,
2015/10/5,240.38,,
2015/10/4,238.26,,
2015/10/3,238.73,,
2015/10/2,237.29,,
2015/10/1,237.55,,
2015/9/30,236.06,,
2015/9/29,236.69,,
2015/9/28,239.14,,
2015/9/27,232.76,,
2015/9/26,234.34,,
2015/9/25,235.14,,
2015/9/24,234.53,,
2015/9/23,230.28,,
2015/9/22,230.62,,
2015/9/21,227.09,,
2015/9/20,231.21,,
2015/9/19,231.49,,
2015/9/18,232.98,,
2015/9/17,229.81,,
2015/9/16,229.09,,
2015/9/15,230.3,,
2015/9/14,230.64,,
2015/9/13,230.51,,
2015/9/12,235.23,,
2015/9/11,240.11,,
2015/9/10,238.48,,
2015/9/9,238.17,,
2015/9/8,243.61,,
2015/9/7,239.85,,
2015/9/6,239.84,,
2015/9/5,235.02,,
2015/9/4,230.3,,
2015/9/3,227.18,,
2015/9/2,229.28,,
2015/9/1,228.12,,
2015/8/31,230.06,,
2015/8/30,228.76,,
2015/8/29,229.78,,
2015/8/28,231.4,,
2015/8/27,224.77,,
2015/8/26,225.83,,
2015/8/25,221.61,,
2015/8/24,210.49,,
2015/8/23,228.17,,
2015/8/22,230.39,,
2015/8/21,232.57,,
2015/8/20,235.35,,
2015/8/19,226.68,,
2015/8/18,211.08,,
2015/8/17,257.98,,
2015/8/16,258.51,,
2015/8/15,261.55,,
2015/8/14,265.68,,
2015/8/13,264.08,,
2015/8/12,266.38,,
2015/8/11,270.39,,
2015/8/10,264.47,,
2015/8/9,265.08,,
2015/8/8,261,,
2015/8/7,279.58,,
2015/8/6,278.58,,
2015/8/5,281.88,,
2015/8/4,285.22,,
2015/8/3,281.23,,
2015/8/2,282.61,,
2015/8/1,281.6,,
2015/7/31,284.65,,
2015/7/30,287.72,,
2015/7/29,289.59,,
2015/7/28,294.43,,
2015/7/27,293.62,,
2015/7/26,292.69,,
2015/7/25,288.7,,
2015/7/24,288.28,,
2015/7/23,276.05,,
2015/7/22,277.22,,
2015/7/21,275.83,,
2015/7/20,278.98,,
2015/7/19,273.61,,
2015/7/18,274.9,,
2015/7/17,279.47,,
2015/7/16,278.09,,
2015/7/15,285.83,,
2015/7/14,287.46,,
2015/7/13,292.05,,
2015/7/12,310.87,,
2015/7/11,293.11,,
2015/7/10,284.89,,
2015/7/9,269.23,,
2015/7/8,270.79,,
2015/7/7,266.21,,
2015/7/6,269.03,,
2015/7/5,271.91,,
2015/7/4,260.89,,
2015/7/3,256.34,,
2015/7/2,255.41,,
2015/7/1,258.62,,
2015/6/30,263.07,,
2015/6/29,257.06,,
2015/6/28,249.01,,
2015/6/27,250.99,,
2015/6/26,243.59,,
2015/6/25,242.8,,
2015/6/24,240.51,,
2015/6/23,244.3,,
2015/6/22,246.99,,
2015/6/21,243.94,,
2015/6/20,245.21,,
2015/6/19,244.61,,
2015/6/18,249.01,,
2015/6/17,249.28,,
2015/6/16,250.9,,
2015/6/15,236.82,,
2015/6/14,233.54,,
2015/6/13,232.4,,
2015/6/12,229.98,,
2015/6/11,229.71,,
2015/6/10,228.8,,
2015/6/9,229.05,,
2015/6/8,228.49,,
2015/6/7,222.88,,
2015/6/6,225.62,,
2015/6/5,224.95,,
2015/6/4,224.32,,
2015/6/3,225.87,,
2015/6/2,225.8,,
2015/6/1,222.93,,
2015/5/31,230.19,,
2015/5/30,233.35,,
2015/5/29,237.1,,
2015/5/28,237.41,,
2015/5/27,237.28,,
2015/5/26,237.12,,
2015/5/25,237.11,,
2015/5/24,240.95,,
2015/5/23,238.87,,
2015/5/22,240.35,,
2015/5/21,235.34,,
2015/5/20,234.02,,
2015/5/19,231.95,,
2015/5/18,233.13,,
2015/5/17,236.8,,
2015/5/16,236.15,,
2015/5/15,237.6,,
2015/5/14,236.93,,
2015/5/13,236.38,,
2015/5/12,241.11,,
2015/5/11,242.16,,
2015/5/10,240.3,,
2015/5/9,241.83,,
2015/5/8,243.86,,
2015/5/7,237.33,,
2015/5/6,229.78,,
2015/5/5,236.12,,
2015/5/4,239.02,,
2015/5/3,240.36,,
2015/5/2,234.93,,
2015/5/1,232.08,,
2015/4/30,236.15,,
2015/4/29,225.81,,
2015/4/28,225.85,,
2015/4/27,229.29,,
2015/4/26,219.43,,
2015/4/25,226.39,,
2015/4/24,231.27,,
2015/4/23,236.46,,
2015/4/22,234.18,,
2015/4/21,235.27,,
2015/4/20,224.63,,
2015/4/19,222.6,,
2015/4/18,223.36,,
2015/4/17,222.88,,
2015/4/16,228.57,,
2015/4/15,223.83,,
2015/4/14,219.16,,
2015/4/13,224.59,,
2015/4/12,236.15,,
2015/4/11,236.55,,
2015/4/10,236.07,,
2015/4/9,243.68,,
2015/4/8,245.02,,
2015/4/7,253.18,,
2015/4/6,255.49,,
2015/4/5,260.6,,
2015/4/4,253.7,,
2015/4/3,254.32,,
2015/4/2,253.01,,
2015/4/1,247.27,,
2015/3/31,244.22,,
2015/3/30,247.53,,
2015/3/29,242.71,,
2015/3/28,252.8,,
2015/3/27,247.03,,
2015/3/26,248.53,,
2015/3/25,246.2,,
2015/3/24,245.6,,
2015/3/23,266.74,,
2015/3/22,267.96,,
2015/3/21,260.02,,
2015/3/20,261.75,,
2015/3/19,260.93,,
2015/3/18,256.3,,
2015/3/17,285.51,,
2015/3/16,290.59,,
2015/3/15,286.39,,
2015/3/14,281.89,,
2015/3/13,285.34,,
2015/3/12,294.35,,
2015/3/11,296.38,,
2015/3/10,291.76,,
2015/3/9,289.61,,
2015/3/8,274.35,,
2015/3/7,276.26,,
2015/3/6,272.72,,
2015/3/5,276.18,,
2015/3/4,273.09,,
2015/3/3,281.7,,
2015/3/2,275.67,,
2015/3/1,260.2,,
2015/2/28,254.26,,
2015/2/27,253.83,,
2015/2/26,236.43,,
2015/2/25,237.47,,
2015/2/24,238.74,,
2015/2/23,238.89,,
2015/2/22,235.98,,
2015/2/21,244.53,,
2015/2/20,243.78,,
2015/2/19,240.28,,
2015/2/18,236.33,,
2015/2/17,243.61,,
2015/2/16,233.84,,
2015/2/15,234.82,,
2015/2/14,257.32,,
2015/2/13,235.43,,
2015/2/12,221.76,,
2015/2/11,219.18,,
2015/2/10,219.84,,
2015/2/9,220.11,,
2015/2/8,223.41,,
2015/2/7,227.75,,
2015/2/6,222.27,,
2015/2/5,217.11,,
2015/2/4,226.85,,
2015/2/3,227.27,,
2015/2/2,238.23,,
2015/2/1,226.97,,
2015/1/31,217.46,,
2015/1/30,226.43,,
2015/1/29,233.51,,
2015/1/28,233.91,,
2015/1/27,263.48,,
2015/1/26,273.47,,
2015/1/25,253.72,,
2015/1/24,247.85,,
2015/1/23,232.88,,
2015/1/22,233.41,,
2015/1/21,226.9,,
2015/1/20,211.32,,
2015/1/19,214.86,,
2015/1/18,210.34,,
2015/1/17,199.26,,
2015/1/16,208.1,,
2015/1/15,209.84,,
2015/1/14,178.1,,
2015/1/13,225.86,,
2015/1/12,267.8,,
2015/1/11,265.66,,
2015/1/10,274.8,,
2015/1/9,290.41,,
2015/1/8,283.35,,
2015/1/7,294.34,,
2015/1/6,286.19,,
2015/1/5,274.47,,
2015/1/4,264.2,,
2015/1/3,281.08,,
2015/1/2,315.03,,
2015/1/1,314.25,,
2014/12/31,320.19,,
2014/12/30,310.74,,
2014/12/29,312.67,,
2014/12/28,317.24,,
2014/12/27,315.86,,
2014/12/26,327.92,,
2014/12/25,319.01,,
2014/12/24,322.53,,
2014/12/23,334.57,,
2014/12/22,331.89,,
2014/12/21,320.84,,
2014/12/20,329.96,,
2014/12/19,317.84,,
2014/12/18,311.4,,
2014/12/17,319.78,,
2014/12/16,327.06,,
2014/12/15,345.35,,
2014/12/14,351.63,,
2014/12/13,347.38,,
2014/12/12,352.54,,
2014/12/11,350.51,,
2014/12/10,346.36,,
2014/12/9,352.22,,
2014/12/8,361.91,,
2014/12/7,375.1,,
2014/12/6,374.79,,
2014/12/5,376.85,,
2014/12/4,369.6,,
2014/12/3,375.01,,
2014/12/2,381.32,,
2014/12/1,379.24,,
2014/11/30,378.05,,
2014/11/29,375.49,,
2014/11/28,376.45,,
2014/11/27,369.67,,
2014/11/26,368.37,,
2014/11/25,375.35,,
2014/11/24,376.9,,
2014/11/23,367.57,,
2014/11/22,352.92,,
2014/11/21,350.85,,
2014/11/20,357.84,,
2014/11/19,380.55,,
2014/11/18,375.2,,
2014/11/17,387.41,,
2014/11/16,387.88,,
2014/11/15,376.13,,
2014/11/14,397.82,,
2014/11/13,420.73,,
2014/11/12,423.56,,
2014/11/11,367.7,,
2014/11/10,366.92,,
2014/11/9,363.26,,
2014/11/8,345.49,,
